Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
19276,0.34,Ideal,E,VS2,62.1,55.0,4.47,4.49,2.78,745
22525,0.32,Ideal,F,VS1,61.3,56.0,4.4,4.44,2.71,702
12661,0.71,Ideal,G,SI1,60.5,56.4,5.76,5.8,3.5,2751
26350,0.42,Premium,D,SI1,,59.0,4.91,4.86,2.92,1040
9973,0.3,Ideal,J,VS1,59.7,57.0,4.4,4.37,2.62,506
12401,1.04,Good,F,SI2,64.0,60.0,6.38,6.33,4.07,3581
4753,0.7,Ideal,J,VS2,61.8,53.0,5.73,5.76,3.55,1874
2742,0.31,Ideal,H,VVS2,62.3,54.0,4.36,4.38,2.72,630
6157,0.91,Ideal,E,SI2,61.5,56.0,6.2,6.23,3.82,3968
5392,0.43,Ideal,G,IF,62.5,54.0,4.83,4.86,3.03,1318
14481,0.42,Ideal,D,VVS2,61.4,56.0,4.85,4.82,2.97,1389
386,1.05,Very Good,G,SI1,61.6,57.0,6.51,6.54,4.02,5197
3199,1.57,Premium,J,VS1,61.3,59.0,7.47,7.44,4.57,8752
8925,0.41,Premium,F,VVS2,61.0,59.0,4.79,4.82,2.93,1115
11839,0.43,Very Good,E,SI1,63.2,57.0,4.84,4.78,3.04,948
3376,1.12,Ideal,F,VS2,62.6,56.0,6.59,6.63,4.14,8074
21307,1.06,Ideal,I,VS1,62.0,55.0,6.55,6.58,4.07,5577
26471,0.38,Ideal,D,SI1,61.8,55.0,4.67,4.69,2.89,884
6603,0.9,Good,D,SI1,64.1,56.0,6.07,6.04,3.88,3689
5580,1.01,Good,E,SI1,63.6,60.0,6.32,6.38,4.04,5132
17956,0.43,Good,F,SI1,,53.0,4.79,4.83,3.06,739
7074,1.2,Good,J,SI2,63.3,54.4,6.72,6.78,4.27,4659
16916,2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,12196
14234,0.33,Good,D,VS2,63.6,56.0,4.38,4.42,2.8,625
17754,1.24,Premium,H,VS1,62.2,59.0,6.9,6.83,4.27,7222
10513,1.28,Very Good,I,VS1,62.8,57.0,6.9,6.95,4.35,6726
4411,0.54,Ideal,E,VS2,61.4,57.0,5.25,5.21,3.21,1847
10437,0.34,Ideal,D,VS1,60.3,57.0,4.52,4.55,2.73,914
3467,0.41,Very Good,F,IF,63.3,56.0,4.69,4.75,2.99,1255
6121,0.3,Ideal,E,VVS1,62.1,56.0,4.3,4.33,2.68,838
21643,2.0,Ideal,F,I1,60.3,56.0,8.16,8.27,4.94,10494
26881,0.32,Ideal,E,VS2,61.6,55.0,4.42,4.41,2.72,900
22541,0.36,Ideal,E,VVS2,62.0,54.0,4.56,4.6,2.84,887
11555,1.11,Ideal,I,SI1,61.9,55.0,6.65,6.66,4.12,5329
3295,1.02,Premium,G,SI1,60.8,58.0,6.5,6.46,3.94,4718
2207,0.35,Ideal,D,VS1,63.0,57.0,4.51,4.48,2.83,990
25176,0.83,Ideal,J,VS2,62.3,55.0,6.01,6.03,3.75,2742
13480,1.18,Ideal,F,VVS2,60.6,55.0,6.84,6.88,4.16,11415
16122,0.32,Ideal,D,VS2,62.6,57.0,4.37,4.41,2.75,758
18742,0.74,Ideal,I,VVS2,61.3,57.0,5.82,5.85,3.57,3130
26477,0.5,Premium,F,VS1,61.3,59.0,5.15,5.09,3.14,1838
4638,0.41,Ideal,D,VS2,61.9,56.0,4.77,4.8,2.96,1007
23279,0.32,Ideal,E,IF,61.9,55.0,4.38,4.41,2.72,1018
20916,1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,9322
26555,0.73,Ideal,I,VVS1,61.8,57.0,5.75,5.77,3.56,3239
1554,0.73,Premium,G,SI1,60.8,58.0,5.82,5.85,3.55,2163
5902,0.38,Good,E,VS2,,57.0,4.59,4.62,2.91,693
12046,1.51,Premium,G,VS1,62.6,60.0,7.28,7.19,4.53,14507
22998,0.72,Ideal,E,SI1,59.8,57.0,5.86,5.91,3.52,2265
11170,0.3,Ideal,E,VS2,62.5,56.0,4.28,4.3,2.68,658
20945,0.83,Very Good,G,SI2,61.6,57.0,6.02,6.06,3.72,2725
25809,1.02,Ideal,E,IF,62.6,57.0,6.41,6.47,4.03,11500
17093,1.0,Good,I,VS1,59.6,61.0,6.48,6.53,3.88,4624
11112,1.2,Very Good,I,VS2,62.1,60.0,6.78,6.72,4.19,5986
8127,1.51,Ideal,I,SI1,61.1,59.0,7.4,7.37,4.51,8342
11772,0.41,Ideal,D,VS1,61.0,57.0,4.78,4.82,2.93,1151
20241,0.44,Good,F,SI1,63.8,54.0,4.85,4.8,3.08,970
9652,1.5,Premium,I,VS1,62.7,59.0,7.3,7.25,4.56,10080
1545,1.31,Very Good,E,VS2,63.1,56.0,6.95,6.9,4.37,10094
6186,0.39,Ideal,H,SI1,61.9,55.7,4.66,4.71,2.9,654
19009,0.56,Ideal,G,VS2,62.0,56.0,5.3,5.28,3.28,1698
17605,0.48,Very Good,F,VS2,62.6,55.0,5.0,5.07,3.15,1311
177,0.71,Ideal,G,SI1,62.5,57.0,5.72,5.64,3.55,2215
15783,0.7,Ideal,E,SI1,61.6,57.0,5.71,5.76,3.53,2846
19450,0.38,Ideal,E,SI1,61.9,55.0,4.64,4.7,2.89,700
20752,0.59,Fair,I,VS1,64.4,59.0,5.29,5.21,3.38,1229
11247,1.51,Premium,D,VS1,62.9,54.0,7.29,7.22,4.56,17515
13379,0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48,432
4990,1.18,Good,D,SI2,59.7,61.0,6.83,6.88,4.09,5871
2111,0.4,Fair,G,VS1,57.1,64.0,4.88,4.9,2.79,798
1623,0.26,Good,D,VS1,58.4,63.0,4.19,4.24,2.46,403
7892,0.91,Very Good,F,VS1,62.4,59.0,6.15,6.16,3.84,5302
1907,0.71,Ideal,I,SI1,61.6,55.0,5.72,5.74,3.53,2319
9294,0.3,Ideal,G,SI1,62.1,53.0,4.32,4.37,2.7,422
14509,1.01,Fair,D,SI1,65.0,57.0,6.3,6.22,4.07,5385
19127,0.31,Premium,G,VS2,59.8,60.0,4.4,4.43,2.64,544
7255,0.59,Ideal,E,VS2,61.4,56.0,5.33,5.42,3.3,1755
17219,1.01,Very Good,D,SI2,61.8,60.0,6.37,6.41,3.95,4588
26173,1.5,Premium,G,SI1,60.0,61.0,7.48,7.43,4.47,9954
8789,0.75,Ideal,G,VVS2,62.0,56.0,5.79,5.85,3.61,3740
24489,0.53,Ideal,G,IF,60.3,56.0,5.29,5.33,3.2,2293
2623,0.27,Very Good,H,VVS2,62.5,55.0,4.12,4.16,2.59,504
23762,0.46,Good,D,IF,58.6,59.0,5.06,5.11,2.98,2139
23301,0.23,Very Good,E,VVS2,,61.0,4.01,4.04,2.39,505
22858,1.0,Premium,F,SI1,61.4,60.0,6.38,6.35,3.91,4586
17400,1.53,Good,I,SI1,63.1,57.0,7.28,7.34,4.61,8095
18362,1.02,Premium,H,SI2,60.9,58.0,6.53,6.41,3.94,4113
12349,0.33,Ideal,H,VVS1,61.5,55.0,4.44,4.47,2.74,730
1338,1.04,Premium,G,SI2,62.2,59.0,6.57,6.49,4.06,3861
11675,0.5,Premium,E,VS2,61.4,58.0,5.12,5.07,3.13,1746
26515,1.55,Premium,H,VS2,60.7,58.0,7.51,7.47,4.55,11567
5484,0.52,Very Good,D,SI1,,58.0,5.14,5.22,3.19,1429
10294,1.25,Ideal,E,VS2,62.6,56.0,6.89,6.84,4.3,8400
8838,0.33,Ideal,D,VS2,60.3,55.0,4.52,4.5,2.72,855
11253,1.04,Very Good,I,I1,61.6,61.0,6.45,6.47,3.98,2745
19382,0.31,Premium,H,VVS1,63.0,58.0,4.37,4.33,2.74,907
6143,1.31,Premium,E,SI1,62.4,58.0,7.03,6.95,4.36,8767
13477,0.69,Premium,H,SI1,62.8,58.0,5.65,5.62,3.54,1822
10281,0.7,Fair,D,SI1,52.2,65.0,6.04,5.99,3.14,1895
10536,0.57,Ideal,E,VS1,62.9,57.0,5.29,5.27,3.32,1982
6996,1.22,Premium,E,SI2,61.5,58.0,6.86,6.84,4.21,6121
18148,1.0,Very Good,I,SI1,59.3,63.0,6.52,6.47,3.85,3360
12494,0.31,Ideal,E,VVS1,61.7,56.0,4.38,4.41,2.71,890
5353,1.54,Ideal,J,VVS2,62.8,58.0,7.32,7.37,4.61,9171
16989,0.7,Very Good,D,VVS1,63.4,59.0,5.63,5.64,3.57,4362
14128,0.7,Ideal,I,SI2,61.3,57.0,5.7,5.73,3.5,1961
2947,0.3,Very Good,G,SI1,59.5,63.0,4.32,4.29,2.56,574
21454,1.01,Premium,E,IF,62.6,58.0,6.37,6.44,4.01,11387
11100,0.41,Fair,H,SI1,65.4,61.0,4.51,4.63,2.99,659
6474,0.41,Premium,G,VS2,61.3,57.0,4.8,4.76,2.93,1061
14327,0.41,Premium,F,VVS2,60.6,58.0,4.84,4.79,2.92,1192
22141,0.43,Very Good,J,VS2,,59.0,4.86,4.9,2.97,731
25592,0.4,Ideal,E,VVS2,61.8,56.0,4.77,4.74,2.94,1238
4275,0.31,Ideal,F,VS2,62.3,55.0,4.38,4.35,2.72,802
11063,0.74,Ideal,G,VVS1,62.1,54.0,5.8,5.83,3.61,3537
23330,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,872
8645,0.41,Premium,F,VVS2,60.1,59.0,4.82,4.79,2.89,1192
15049,0.9,Very Good,F,VS2,63.4,57.0,6.19,6.08,3.89,4637
1955,0.41,Premium,I,VVS2,59.9,58.0,4.81,4.87,2.9,827
25524,0.9,Very Good,H,VVS2,59.7,62.0,6.2,6.23,3.71,4842
7996,1.53,Very Good,E,SI2,63.1,59.0,7.38,7.21,4.61,8654
14429,0.43,Very Good,G,SI1,58.9,60.0,4.94,4.97,2.92,774
18201,1.07,Premium,G,SI2,62.0,59.0,6.54,6.5,4.04,4401
3582,2.23,Very Good,J,SI2,60.5,61.0,8.4,8.47,5.1,12655
4285,0.5,Very Good,G,VVS1,62.3,59.0,5.01,5.04,3.13,1966
19493,0.9,Fair,I,VS1,68.7,62.0,5.83,5.79,3.99,2732
4646,1.01,Ideal,F,SI1,60.0,56.0,6.55,6.49,3.91,5274
628,0.35,Very Good,E,VS1,62.3,60.0,4.5,4.52,2.81,829
23990,0.43,Good,H,VVS1,60.0,61.0,4.91,4.93,2.95,1000
26223,0.32,Ideal,E,VS2,60.9,56.0,4.45,4.48,2.72,846
17221,1.68,Ideal,J,VS1,61.1,57.0,7.64,7.7,4.69,10681
23576,0.31,Very Good,G,VVS1,58.8,59.0,4.44,4.47,2.62,778
26459,0.23,Very Good,E,VVS2,61.1,59.0,3.94,3.98,2.42,505
25499,0.2,Premium,E,VS2,59.0,60.0,3.81,3.78,2.24,367
15432,0.32,Ideal,F,VVS1,60.3,57.0,4.42,4.44,2.67,912
14404,1.0,Very Good,F,VVS1,,57.0,6.39,6.41,3.95,9492
15628,0.42,Premium,F,SI1,61.5,58.0,4.8,4.83,2.96,773
1267,1.54,Premium,H,VS2,61.8,59.0,7.4,7.35,4.56,10897
25795,0.32,Ideal,F,VVS2,61.2,57.0,4.4,4.43,2.7,786
12107,0.91,Premium,D,SI2,62.0,62.0,6.25,6.16,3.85,3403
2520,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,435
4434,0.34,Very Good,H,VS2,61.9,60.0,4.42,4.46,2.75,537
17818,0.3,Ideal,H,SI2,60.0,56.0,4.41,4.43,2.65,408
13577,1.2,Premium,F,SI1,60.2,58.0,6.9,6.86,4.14,6604
5626,0.4,Very Good,F,VS1,61.5,59.0,4.71,4.76,2.91,982
1058,0.79,Premium,D,SI1,61.4,59.0,5.96,5.89,3.64,3058
12668,0.72,Fair,F,VS1,56.9,69.0,5.93,5.77,3.33,2879
6280,0.72,Very Good,I,VVS1,62.8,56.0,5.69,5.75,3.59,2562
14413,2.02,Very Good,D,SI2,62.3,56.0,7.99,8.06,5.0,17263
11011,0.55,Ideal,E,SI1,,56.0,5.23,5.26,3.27,1551
17270,0.39,Premium,G,VS2,59.8,61.0,4.75,4.72,2.83,942
14335,0.56,Ideal,F,SI1,60.1,58.0,5.36,5.39,3.23,1394
6763,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,3952
3899,0.43,Ideal,I,VS1,62.2,53.0,4.86,4.91,3.04,789
10937,0.37,Premium,E,SI1,59.3,58.0,4.73,4.75,2.81,649
17208,0.7,Premium,F,SI2,61.9,62.0,5.69,5.66,3.51,2107
11790,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,1324
19973,0.8,Ideal,H,VS1,62.2,56.0,5.92,5.95,3.69,3581
1978,0.7,Premium,F,SI1,61.5,57.0,5.74,5.68,3.51,2354
18906,1.0,Premium,H,SI2,60.2,61.0,6.48,6.44,3.89,3920
24398,0.92,Very Good,D,I1,63.0,58.0,6.13,6.18,3.88,2674
6151,0.7,Good,F,VS1,64.0,57.0,5.62,5.54,3.57,2441
3195,2.77,Premium,H,I1,62.6,62.0,8.93,8.83,5.56,10424
18006,1.16,Ideal,G,SI2,61.9,56.0,6.73,6.77,4.18,4880
2080,1.5,Very Good,H,SI1,61.4,57.0,7.27,7.33,4.48,9035
4602,0.3,Ideal,H,VVS1,61.6,57.0,4.3,4.34,2.66,665
13441,0.38,Very Good,J,SI1,63.2,59.0,4.59,4.62,2.91,538
7141,0.7,Ideal,I,VS1,63.1,54.0,5.61,5.67,3.56,2142
17445,0.4,Premium,E,SI1,60.9,60.0,4.75,4.77,2.9,737
1366,1.0,Very Good,G,SI1,62.3,62.0,6.34,6.38,3.96,5511
19743,0.8,Premium,H,SI1,62.5,55.0,5.97,5.93,3.72,2553
17438,0.64,Ideal,H,SI2,60.8,56.0,5.57,5.61,3.4,1125
21007,0.9,Very Good,G,SI2,62.1,58.0,6.08,6.13,3.79,3303
7315,0.34,Premium,D,SI1,61.2,58.0,4.47,4.49,2.74,626
9083,0.3,Very Good,G,SI2,58.1,61.0,4.41,4.47,2.58,394
19978,1.7,Premium,F,SI1,62.4,57.0,7.61,7.56,4.73,14611
7274,0.32,Very Good,G,SI2,63.0,56.0,4.32,4.35,2.73,421
20938,0.33,Ideal,H,IF,61.4,54.0,4.47,4.49,2.75,838
26720,1.0,Premium,G,VS1,61.2,58.0,6.49,6.38,3.94,6462
25434,0.37,Ideal,D,VVS2,62.4,56.0,4.56,4.64,2.87,857
9425,0.5,Very Good,D,SI1,63.5,57.0,5.04,5.1,3.22,1337
7390,0.7,Premium,D,SI2,62.1,60.0,5.71,5.73,3.55,2299
7110,1.2,Very Good,J,VS1,62.9,60.0,6.64,6.69,4.19,5226
9740,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,1024
21002,0.53,Ideal,E,VS2,62.1,56.0,5.17,5.2,3.22,1721
4705,0.41,Ideal,E,SI1,62.8,57.0,4.75,4.71,2.97,904
25459,1.2,Very Good,F,VS1,62.9,57.0,6.73,6.78,4.25,9586
19025,1.0,Premium,E,SI2,60.7,58.0,6.45,6.38,3.9,3763
4379,0.3,Ideal,F,VS2,62.9,57.0,4.29,4.27,2.69,776
18876,0.75,Premium,J,VS1,61.6,57.0,5.88,5.84,3.61,1998
21245,1.14,Very Good,F,VVS2,63.3,56.0,6.56,6.71,4.2,8912
9040,1.2,Very Good,E,SI1,63.2,57.0,6.75,6.69,4.25,6373
1147,1.01,Good,H,VVS2,63.3,57.0,6.35,6.39,4.03,5988
4473,1.14,Good,I,SI1,63.5,56.0,6.58,6.62,4.19,4702
1756,0.63,Premium,F,VS2,58.2,61.0,5.68,5.62,3.29,1960
24127,0.3,Ideal,E,VS1,62.1,58.0,4.27,4.3,2.66,670
1461,1.12,Ideal,F,VVS2,60.4,56.0,6.82,6.78,4.11,10236
10213,0.59,Very Good,F,VVS2,63.5,59.0,5.28,5.3,3.36,2302
4331,0.71,Very Good,F,SI2,63.6,56.0,5.58,5.67,3.58,2098
21151,0.33,Ideal,E,VVS2,61.7,57.0,4.44,4.41,2.73,1114
25605,1.25,Premium,J,VS1,62.2,58.0,6.88,6.92,4.29,5637
13694,0.41,Premium,E,VS1,60.7,59.0,4.77,4.79,2.9,964
22651,1.2,Very Good,F,SI1,62.7,58.0,6.74,6.72,4.22,6973
2310,0.5,Very Good,D,VS2,62.8,58.0,5.05,5.08,3.18,1752
23488,0.42,Ideal,F,VS1,60.6,56.0,4.87,4.83,2.94,985
23166,1.01,Ideal,G,VS2,62.1,58.0,6.38,6.43,3.98,6587
23608,1.24,Very Good,J,VS1,59.1,62.0,7.06,7.04,4.17,5427
1314,0.33,Ideal,G,VVS1,60.9,56.7,4.47,4.49,2.73,806
7418,0.36,Premium,D,SI2,60.9,58.0,4.63,4.6,2.81,689
4542,1.13,Ideal,D,VS1,61.2,57.0,6.7,6.72,4.1,11477
20207,1.01,Very Good,H,SI1,63.1,59.0,6.34,6.43,4.03,4705
4343,0.34,Very Good,E,SI1,63.0,55.0,4.42,4.47,2.8,596
7719,0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,2496
8013,1.5,Good,D,SI1,61.3,61.0,7.32,7.39,4.51,13603
11239,1.0,Premium,F,VS2,61.9,59.0,6.41,6.36,3.95,6640
25166,0.7,Good,D,SI2,63.7,58.0,5.6,5.64,3.58,2367
21286,2.01,Ideal,I,VS1,62.5,56.0,8.08,8.02,5.03,17068
22954,0.3,Very Good,H,VVS2,63.1,60.0,4.28,4.24,2.69,776
4370,0.33,Very Good,G,VS2,62.6,56.0,4.38,4.41,2.75,579
21928,1.01,Ideal,I,SI1,61.9,57.0,6.4,6.5,3.98,4509
8870,0.3,Ideal,G,VVS1,61.5,55.0,4.33,4.35,2.67,764
6309,0.5,Good,F,SI2,57.7,62.0,5.22,5.18,3.0,984
26019,1.53,Very Good,J,VS2,62.9,59.0,7.31,7.34,4.61,7418
16848,0.5,Good,F,VS1,56.4,62.0,5.31,5.22,2.97,1390
12323,0.53,Very Good,G,SI2,60.9,55.0,5.26,5.29,3.21,1092
17064,1.25,Very Good,G,VS2,63.5,60.0,6.74,6.64,4.25,8575
1130,0.33,Ideal,D,SI2,62.4,57.0,4.39,4.42,2.75,492
4393,1.11,Good,H,SI1,64.2,58.0,6.47,6.53,4.17,4523
18630,0.4,Ideal,D,SI1,61.3,57.0,4.74,4.79,2.92,726
9950,0.59,Very Good,F,VS2,61.8,58.0,5.35,5.4,3.32,1723
4562,2.08,Ideal,I,SI2,62.3,56.0,8.16,8.22,5.1,15132
24155,1.18,Premium,H,SI1,61.6,59.0,6.82,6.72,4.17,6159
4077,1.02,Premium,G,SI2,62.5,59.0,6.42,6.37,4.0,4370
4545,0.71,Ideal,D,VS2,62.5,55.0,5.71,5.74,3.58,3217
20913,0.3,Good,G,VS1,63.3,56.0,4.28,4.31,2.72,565
523,0.42,Good,E,SI1,63.6,61.0,4.73,4.7,3.0,945
10186,0.4,Ideal,D,VS2,62.1,53.0,4.77,4.8,2.97,890
14030,1.34,Premium,D,SI2,61.5,58.0,7.07,7.04,4.34,7438
12795,1.25,Premium,I,VS1,60.4,59.0,6.94,7.01,4.21,6545
18250,1.23,Good,J,SI1,63.1,57.6,6.74,6.8,4.27,4870
22429,2.11,Ideal,I,SI1,62.0,55.0,8.23,8.18,5.09,15282
16442,2.0,Fair,F,I1,66.1,57.0,7.84,7.7,5.14,6532
15385,0.34,Ideal,F,VS2,62.5,55.0,4.51,4.48,2.81,880
15524,0.4,Ideal,F,IF,61.9,54.0,4.75,4.81,2.96,1406
12097,0.3,Very Good,E,VVS2,60.0,55.0,4.36,4.41,2.63,837
7020,1.2,Ideal,J,SI2,61.7,56.0,6.87,6.79,4.21,4744
8201,1.09,Very Good,H,SI1,61.8,58.0,6.58,6.63,4.08,4784
21043,0.54,Very Good,E,SI2,63.4,56.0,5.18,5.14,3.27,1250
11186,0.56,Ideal,I,SI1,61.8,54.0,5.28,5.31,3.27,1212
16639,0.9,Very Good,D,VS1,63.4,58.0,6.15,6.09,3.88,5511
25390,2.5,Ideal,J,SI2,64.0,55.0,8.56,8.48,5.46,14502
3548,0.55,Ideal,I,SI1,61.2,55.0,5.28,5.33,3.25,1320
9024,0.42,Very Good,F,SI1,63.4,56.0,4.78,4.75,3.02,926
16136,0.31,Ideal,E,SI2,61.7,56.0,4.4,4.35,2.7,558
16606,1.11,Ideal,G,SI1,62.6,57.0,6.64,6.56,4.13,5428
14815,0.36,Very Good,H,IF,62.3,56.0,4.55,4.58,2.85,865
7847,1.05,Very Good,G,VS2,62.8,57.0,6.45,6.49,4.06,6486
11900,0.8,Very Good,E,SI2,62.4,55.0,5.88,5.92,3.68,2623
23228,0.52,Ideal,E,SI1,61.6,55.0,5.19,5.16,3.19,1577
7666,0.7,Very Good,I,SI2,60.9,59.0,5.7,5.76,3.49,1603
6403,0.32,Ideal,D,VVS1,61.7,55.0,4.41,4.44,2.73,1067
6334,0.5,Very Good,J,SI1,63.2,55.0,5.07,5.03,3.19,1000
15840,0.5,Very Good,D,SI1,61.6,56.0,5.09,5.11,3.14,1454
9769,1.16,Premium,I,SI1,62.7,57.0,6.76,6.67,4.21,4872
19946,1.01,Good,H,SI1,64.0,58.0,6.37,6.31,4.06,4191
20507,0.31,Premium,D,SI1,61.2,60.0,4.41,4.35,2.68,732
20270,0.7,Premium,F,SI1,62.1,58.0,5.7,5.64,3.52,2527
7615,0.3,Good,F,VS1,63.7,56.0,4.28,4.26,2.72,731
1097,1.0,Premium,D,VS1,59.7,60.0,6.45,6.42,3.84,8124
21270,1.0,Premium,H,VS1,62.4,58.0,6.43,6.4,4.0,4950
19136,0.64,Fair,F,VS2,57.0,62.5,5.67,5.78,3.26,2063
18847,0.3,Ideal,F,SI1,61.9,57.0,4.31,4.35,2.68,475
21482,0.48,Ideal,I,VS1,62.2,54.0,5.03,5.06,3.14,944
10135,0.9,Premium,H,SI2,59.2,60.0,6.3,6.24,3.71,3326
18512,0.3,Very Good,G,VVS1,61.1,57.0,4.33,4.37,2.66,680
25305,0.7,Very Good,E,VS2,58.8,56.0,5.79,5.84,3.42,2473
26533,0.41,Premium,J,VVS1,62.2,59.0,4.75,4.71,2.94,994
18422,1.01,Premium,H,SI2,60.9,59.0,6.42,6.35,3.89,3394
22447,0.51,Ideal,J,SI2,62.1,56.0,5.1,5.14,3.18,885
21481,0.92,Premium,F,I1,60.7,58.0,6.29,6.26,3.81,2607
21699,0.9,Good,I,VS2,62.4,65.0,6.09,6.12,3.81,3162
25671,0.52,Ideal,E,VS2,61.0,57.0,5.19,5.21,3.17,1644
17807,1.12,Very Good,G,SI1,62.5,58.0,6.6,6.64,4.14,5088
11493,1.0,Very Good,G,VVS2,61.6,61.0,6.35,6.38,3.92,7623
15116,0.4,Good,E,SI1,64.2,56.0,4.69,4.66,3.0,882
14031,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,999
5236,0.27,Very Good,H,VVS2,62.1,57.0,4.1,4.15,2.56,486
16791,0.26,Very Good,F,SI1,59.6,55.0,4.18,4.24,2.51,590
979,0.32,Premium,H,VVS1,60.9,58.0,4.43,4.4,2.69,936
20835,0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6,3254
26007,0.92,Ideal,D,VS2,61.4,56.0,6.26,6.28,3.85,6513
18938,1.19,Ideal,D,VS1,61.1,57.0,6.84,6.87,4.19,10079
25247,0.31,Premium,G,VS1,61.8,59.0,4.32,4.35,2.68,625
2945,0.3,Premium,H,SI1,62.5,57.0,4.29,4.25,2.67,554
1278,1.25,Premium,H,SI2,62.1,58.0,6.93,6.86,4.28,5950
595,0.4,Very Good,D,VS1,62.9,55.0,4.73,4.77,2.99,1004
20439,0.52,Ideal,D,VS2,61.8,57.0,5.2,5.16,3.2,1919
12234,2.03,Good,D,SI2,63.1,59.0,8.12,7.99,5.08,13109
40,1.55,Good,H,VS2,61.0,61.0,7.42,7.47,4.54,11364
10860,0.71,Fair,D,VS1,65.4,59.0,5.62,5.58,3.66,2747
13555,0.51,Premium,E,VS2,61.3,60.0,5.16,5.11,3.15,1781
12398,0.5,Ideal,E,VS2,63.8,54.0,5.07,5.05,3.23,1845
23760,1.16,Ideal,I,SI1,,60.0,6.76,6.71,4.14,4742
7605,1.02,Ideal,F,SI2,61.4,56.0,6.47,6.5,3.98,4578
18954,0.39,Very Good,D,VVS2,62.9,58.0,4.62,4.66,2.92,1232
16015,0.93,Premium,G,SI2,60.8,59.0,6.35,6.28,3.84,3594
1782,0.54,Ideal,E,VS2,62.4,56.0,5.23,5.19,3.25,1765
12261,1.7,Premium,G,VS2,60.9,60.0,7.71,7.68,4.69,16123
20753,0.32,Ideal,G,VS1,60.5,56.0,4.44,4.42,2.68,828
11273,0.39,Premium,E,SI1,59.1,59.0,4.81,4.76,2.83,860
15672,0.56,Ideal,D,VS2,62.2,56.0,5.28,5.24,3.27,2066
13989,1.03,Ideal,F,VS2,60.4,56.0,6.59,6.56,3.97,6467
6321,0.38,Ideal,D,VS1,62.2,57.0,4.63,4.66,2.89,1067
9774,0.3,Premium,D,VS2,61.7,59.0,4.25,4.28,2.63,710
11326,0.72,Ideal,D,SI1,60.8,57.0,5.75,5.76,3.5,2757
22164,1.2,Ideal,I,SI1,60.1,56.0,6.9,6.84,4.13,5578
11413,0.51,Ideal,D,VS2,,57.0,5.18,5.21,3.16,1769
2003,1.01,Good,E,SI2,58.5,61.0,6.51,6.61,3.84,4807
16074,0.34,Ideal,D,SI1,61.5,53.0,4.53,4.51,2.78,803
21577,0.31,Good,D,SI2,63.7,58.0,4.27,4.3,2.73,462
21847,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,2893
10881,0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,1103
16572,0.5,Premium,D,VVS1,61.5,58.0,5.12,5.06,3.13,2525
8455,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,1774
25755,0.5,Ideal,F,SI2,61.6,54.0,5.09,5.14,3.15,1079
15510,0.38,Ideal,G,VS2,61.5,57.0,4.66,4.68,2.87,840
9992,0.4,Premium,D,VS1,62.5,60.0,4.66,4.72,2.93,1123
5366,1.51,Premium,F,VS2,62.2,60.0,7.25,7.34,4.54,13474
9356,1.12,Premium,I,VS2,61.9,58.0,6.63,6.68,4.12,5027
17006,0.79,Premium,E,VVS1,62.8,60.0,5.89,5.8,3.67,4490
16184,0.35,Premium,E,VS2,60.4,60.0,4.52,4.55,2.74,767
23367,1.7,Very Good,H,VS2,61.8,59.0,7.58,7.66,4.71,12257
588,0.3,Premium,G,VS1,62.3,59.0,4.3,4.27,2.67,776
24371,0.41,Ideal,F,VS2,61.8,56.0,4.8,4.78,2.96,1107
2077,0.32,Ideal,E,VS1,61.6,57.0,4.39,4.35,2.69,972
5721,0.32,Premium,E,SI2,59.7,60.0,4.43,4.45,2.65,449
17386,0.7,Premium,E,VS1,59.6,57.0,5.91,5.83,3.5,2818
26831,0.36,Ideal,E,VS1,61.6,57.0,4.58,4.54,2.81,1094
25791,1.01,Premium,H,SI2,60.3,60.0,6.49,6.45,3.9,4412
6303,0.31,Ideal,F,IF,61.5,55.0,4.34,4.37,2.68,1061
9706,0.34,Ideal,E,VS1,61.8,56.0,4.51,4.47,2.78,1033
26675,0.84,Premium,E,VS2,62.4,60.0,5.98,6.04,3.75,3591
19424,1.7,Very Good,G,VS2,61.6,58.0,7.63,7.67,4.71,16086
21718,0.9,Good,H,SI1,63.8,56.0,6.07,6.02,3.86,2732
2591,2.0,Very Good,G,SI1,63.5,56.0,7.9,7.97,5.04,18818
7808,0.36,Ideal,E,VS1,62.4,55.0,4.59,4.61,2.87,852
9003,1.02,Premium,G,SI1,61.7,58.0,6.47,6.37,3.96,5169
